Comparison_Group	Cytokine	Cytokine Predictor	MRI Outcome	Spearman ρ	p-value	p-value (Bonferroni)	n_tests_in_group	Bonferroni_alpha_group	Significance	Sig (α=0.05)	Sig (Bonferroni)	n
T1-T3 (Change)	IL-8	IL-8_T1-T3	Fazekas Score	-0.033501260508640406	0.9267981864320181	116.77657149043428	126	0.0003968253968253968	ns			10
T1-T3 (Change)	GFAP	GFAP_T1-T3	Right Hemisphere	0.03136661633374337	0.9314529942810608	117.36307727941366	126	0.0003968253968253968	ns			10
T1-T3 (Change)	IL-2	IL-2_T1-T3	Total New Infarcts	-0.027439024390243906	0.9400223049545899	118.44281042427833	126	0.0003968253968253968	ns			10
T1-T3 (Change)	IL-6	IL-6_T1-T3	Subcortical	0.02631806779839076	0.9424690859822676	118.75110483376572	126	0.0003968253968253968	ns			10
T1-T3 (Change)	IL-1β	IL-1β_T1-T3	Right Hemisphere	-0.025093293066994697	0.9451429721241329	119.08801448764075	126	0.0003968253968253968	ns			10
T1-T3 (Change)	IL-8	IL-8_T1-T3	Right Hemisphere	0.025093293066994697	0.9451429721241329	119.08801448764075	126	0.0003968253968253968	ns			10
T1-T3 (Change)	IL-8	IL-8_T1-T3	Cortical	-0.01846372364689991	0.9596243708183204	120.91267072310838	126	0.0003968253968253968	ns			10
T1-T3 (Change)	IL-10	IL-10_T1-T3	Left Hemisphere	0.018293022999573125	0.9599974002377397	120.9596724299552	126	0.0003968253968253968	ns			10
T1-T3 (Change)	IL-2	IL-2_T1-T3	Cerebellum	0.01712168128371856	0.9625572998802148	121.28221978490706	126	0.0003968253968253968	ns			10
T1-T3 (Change)	S100B	S100B_T1-T3	Pre-TAVI Infarcts	-0.013708602019211083	0.9700180678841609	122.22227655340427	126	0.0003968253968253968	ns			10
T1-T3 (Change)	TNF-α	TNF-α_T1-T3	Total New Infarcts	-0.006079055436800646	0.9867025576451145	124.32452226328442	126	0.0003968253968253968	ns			10
T1-T3 (Change)	IL-12p70	IL-12p70_T1-T3	Microhaemorrhage	0.0	1.0	126.0	126	0.0003968253968253968	ns			10
T1-T3 (Change)	IL-1β	IL-1β_T1-T3	Cortical	0.0	1.0	126.0	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-1β	IL-1β_T1-T4	Left Hemisphere	-0.9268464986450384	0.00011462381377005487	0.014442600535026913	126	0.0003968253968253968	***	✓	✓	10
T1-T4 (Change)	IL-1β	IL-1β_T1-T4	Total New Infarcts	-0.8389096502784891	0.0024139883688156136	0.3041625344707673	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	Tau	Tau_T1-T4	Cortical	0.8000946913656626	0.0054463418985253335	0.686239079214192	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	Tau	Tau_T1-T4	Right Hemisphere	0.7402521454763437	0.014354624477648775	1.8086826841837456	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	IFN-γ	IFN-γ_T1-T4	Pre-TAVI Infarcts	-0.7197016060085818	0.018940735819700905	2.386532713282314	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	Tau	Tau_T1-T4	Left Hemisphere	0.7195255713165428	0.018983898642659112	2.391971228975048	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	Tau	Tau_T1-T4	Total New Infarcts	0.7051704306688749	0.022737736615376838	2.8649548135374814	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	NF-L	NF-L_T1-T4	Cerebellum	0.6964445168388972	0.02525322976689505	3.1819069506287763	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	IL-8	IL-8_T1-T4	Fazekas Score	-0.6834257143762641	0.029351300242996186	3.6982638306175195	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	NF-L	NF-L_T1-T4	Total New Infarcts	0.6626170426112704	0.03680640234866444	4.637606695931719	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	S100B	S100B_T1-T4	Right Hemisphere	0.6586989430086108	0.038340253485779595	4.830871939208229	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	IL-1β	IL-1β_T1-T4	Cortical	-0.6523849021904634	0.04090178912869295	5.153625430215312	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	GFAP	GFAP_T1-T4	Pre-TAVI Infarcts	0.6511585959125265	0.04141228199114215	5.217947530883911	126	0.0003968253968253968	*	✓		10
T1-T4 (Change)	IFN-γ	IFN-γ_T1-T4	Fazekas Score	-0.6298236975624395	0.050989478256920934	6.424674260372037	126	0.0003968253968253968	ns			10
T1-T4 (Change)	NF-L	NF-L_T1-T4	Cortical	0.6277666039945968	0.05198406727984105	6.5499924772599725	126	0.0003968253968253968	ns			10
T1-T4 (Change)	GFAP	GFAP_T1-T4	Cerebellum	0.6213377552190162	0.05517518255110522	6.952073001439258	126	0.0003968253968253968	ns			10
T1-T4 (Change)	GFAP	GFAP_T1-T4	Fazekas Score	0.5963224370537991	0.06881872937658175	8.6711599014493	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-1β	IL-1β_T1-T4	Cerebellum	-0.5940262055390594	0.07017140418202097	8.841596926934642	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-12p70	IL-12p70_T1-T4	Fazekas Score	0.589622184952071	0.07281398469028301	9.174562070975659	126	0.0003968253968253968	ns			10
T1-T4 (Change)	S100B	S100B_T1-T4	Cortical	0.5662208585049305	0.08793963810348074	11.080394401038573	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-4	IL-4_T1-T4	Right Hemisphere	-0.5405624776173353	0.10668438413604835	13.44223240114209	126	0.0003968253968253968	ns			10
T1-T4 (Change)	NF-L	NF-L_T1-T4	Left Hemisphere	0.5243999926544296	0.1196879334337518	15.080679612652727	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-2	IL-2_T1-T4	Microhaemorrhage	-0.5222329678670935	0.12150291881711318	15.30936777095626	126	0.0003968253968253968	ns			10
T1-T4 (Change)	TNF-α	TNF-α_T1-T4	Microhaemorrhage	-0.5222329678670935	0.12150291881711318	15.30936777095626	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-13	IL-13_T1-T4	Right Hemisphere	-0.5094133546776962	0.13258934510413312	16.706257483120773	126	0.0003968253968253968	ns			10
T1-T4 (Change)	S100B	S100B_T1-T4	Left Hemisphere	0.5061069696548565	0.135546194327941	17.078820485320566	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-8	IL-8_T1-T4	Pre-TAVI Infarcts	-0.4866553716819934	0.15375798736806756	19.373506408376514	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-1β	IL-1β_T1-T4	Subcortical	-0.4803047373206314	0.16000788427321008	20.16099341842447	126	0.0003968253968253968	ns			10
T1-T4 (Change)	GFAP	GFAP_T1-T4	Left Hemisphere	0.4695209236557102	0.17096550855966192	21.5416540785174	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-13	IL-13_T1-T4	Fazekas Score	0.461644742374198	0.17924372914897033	22.58470987277026	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-1β	IL-1β_T1-T4	Right Hemisphere	-0.4579525984726532	0.18320443558834942	23.083758884132028	126	0.0003968253968253968	ns			10
T1-T4 (Change)	NF-L	NF-L_T1-T4	Right Hemisphere	0.4516792752059046	0.1900514236066403	23.946479374436677	126	0.0003968253968253968	ns			10
T1-T4 (Change)	S100B	S100B_T1-T4	Total New Infarcts	0.44985010232324774	0.1920756967225873	24.201537787046	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-10	IL-10_T1-T4	Left Hemisphere	-0.439032551989755	0.2043040015022369	25.74230418928185	126	0.0003968253968253968	ns			10
T1-T4 (Change)	Tau	Tau_T1-T4	Subcortical	0.4276686017238498	0.2176231578950712	27.42051789477897	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-10	IL-10_T1-T4	Subcortical	-0.4145095678246545	0.23365074118520668	29.439993389336042	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-4	IL-4_T1-T4	Cortical	-0.41247895569215265	0.23618163479731888	29.75888598446218	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-8	IL-8_T1-T4	Subcortical	0.4079300508750568	0.24190702439151587	30.480285073331	126	0.0003968253968253968	ns			10
T1-T4 (Change)	GFAP	GFAP_T1-T4	Microhaemorrhage	0.4061811972299616	0.2441286818964912	30.76021391895789	126	0.0003968253968253968	ns			10
T1-T4 (Change)	NF-L	NF-L_T1-T4	Subcortical	0.39477101697586137	0.2589021750101298	32.62167405127636	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-10	IL-10_T1-T4	Total New Infarcts	-0.38905954795524134	0.2664779212005221	33.576218071265785	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-6	IL-6_T1-T4	Fazekas Score	0.3551133613915882	0.31396015852999043	39.558979974778794	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-6	IL-6_T1-T4	Cerebellum	0.35505014583943784	0.3140524544456475	39.570609260151585	126	0.0003968253968253968	ns			10
T1-T4 (Change)	TNF-α	TNF-α_T1-T4	Fazekas Score	-0.32161210088294784	0.36483747057150817	45.96952129201003	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-4	IL-4_T1-T4	Fazekas Score	0.3207501495497921	0.3661975979075056	46.14089733634571	126	0.0003968253968253968	ns			10
T1-T4 (Change)	S100B	S100B_T1-T4	Subcortical	0.3026577796814937	0.3953218242749429	49.8105498586428	126	0.0003968253968253968	ns			10
T1-T4 (Change)	GFAP	GFAP_T1-T4	Total New Infarcts	0.2978737164032316	0.4032038726329136	50.80368795174711	126	0.0003968253968253968	ns			10
T1-T4 (Change)	S100B	S100B_T1-T4	Microhaemorrhage	0.2901294265928297	0.4161202535070595	52.431151941889496	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IFN-γ	IFN-γ_T1-T4	Microhaemorrhage	-0.2901294265928297	0.4161202535070595	52.431151941889496	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-8	IL-8_T1-T4	Microhaemorrhage	-0.2901294265928297	0.4161202535070595	52.431151941889496	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-10	IL-10_T1-T4	Microhaemorrhage	-0.2901294265928297	0.4161202535070595	52.431151941889496	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-1β	IL-1β_T1-T4	Microhaemorrhage	-0.2901294265928297	0.4161202535070595	52.431151941889496	126	0.0003968253968253968	ns			10
T1-T4 (Change)	Tau	Tau_T1-T4	Microhaemorrhage	0.2901294265928297	0.4161202535070595	52.431151941889496	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-6	IL-6_T1-T4	Right Hemisphere	-0.28229954700369037	0.4293740977051067	54.101136310843444	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-12p70	IL-12p70_T1-T4	Pre-TAVI Infarcts	0.2810263413938272	0.43154756332589006	54.37499297906215	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-4	IL-4_T1-T4	Pre-TAVI Infarcts	0.2624997436527193	0.4637399427609029	58.43123278787377	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-4	IL-4_T1-T4	Cerebellum	0.2614881801842454	0.46552763473625547	58.65648197676819	126	0.0003968253968253968	ns			10
T1-T4 (Change)	TNF-α	TNF-α_T1-T4	Pre-TAVI Infarcts	-0.25360913735540497	0.47955560184301926	60.42400583222043	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-12p70	IL-12p70_T1-T4	Cerebellum	0.2526318345396	0.4813083005379245	60.644845867778486	126	0.0003968253968253968	ns			10
T1-T4 (Change)	Tau	Tau_T1-T4	Pre-TAVI Infarcts	0.23990053533619396	0.5043913575136509	63.55331104672002	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IFN-γ	IFN-γ_T1-T4	Subcortical	0.23686261018551685	0.5099670664860791	64.25585037724598	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-2	IL-2_T1-T4	Cerebellum	0.23214817227963241	0.5186703153956451	65.35245973985128	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-10	IL-10_T1-T4	Right Hemisphere	-0.23211296086970093	0.5187355478639349	65.3606790308558	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-8	IL-8_T1-T4	Total New Infarcts	0.23100410659842457	0.5207915330258043	65.61973316125133	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-2	IL-2_T1-T4	Fazekas Score	-0.22780857145875474	0.5267351852457133	66.36863334095987	126	0.0003968253968253968	ns			10
T1-T4 (Change)	NF-L	NF-L_T1-T4	Pre-TAVI Infarcts	0.21933763230737732	0.5426230169178428	68.37050013164819	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IFN-γ	IFN-γ_T1-T4	Right Hemisphere	0.21329299106945493	0.5540749249942067	69.81344054927006	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-13	IL-13_T1-T4	Cortical	-0.20445160482519165	0.5709926601901025	71.94507518395292	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-13	IL-13_T1-T4	Subcortical	-0.20237774006136647	0.574989078192057	72.44862385219919	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-13	IL-13_T1-T4	Cerebellum	0.20161661389350546	0.5764584384421649	72.63376324371278	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-6	IL-6_T1-T4	Left Hemisphere	-0.20122325299530439	0.5772183781377627	72.72951564535809	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-8	IL-8_T1-T4	Left Hemisphere	0.20122325299530439	0.5772183781377627	72.72951564535809	126	0.0003968253968253968	ns			10
T1-T4 (Change)	TNF-α	TNF-α_T1-T4	Right Hemisphere	0.20074634453595758	0.5781402291206352	72.84566886920004	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-4	IL-4_T1-T4	Subcortical	-0.1889822365046136	0.6010519086375379	75.73254048832978	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-12p70	IL-12p70_T1-T4	Cortical	0.18463723646899907	0.6095958024359935	76.80907110693519	126	0.0003968253968253968	ns			10
T1-T4 (Change)	GFAP	GFAP_T1-T4	Right Hemisphere	-0.18192637473571155	0.6149480472526001	77.48345395382762	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-8	IL-8_T1-T4	Right Hemisphere	0.18192637473571155	0.6149480472526001	77.48345395382762	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-1β	IL-1β_T1-T4	Fazekas Score	0.18090680674665816	0.6169653085835417	77.73762888152625	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-4	IL-4_T1-T4	Total New Infarcts	-0.17460757394239454	0.6294794021755559	79.31440467412004	126	0.0003968253968253968	ns			10
T1-T4 (Change)	NF-L	NF-L_T1-T4	Microhaemorrhage	0.1740776559556978	0.6305360755569764	79.44754552017903	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-2	IL-2_T1-T4	Subcortical	-0.17106744068953994	0.6365499404892768	80.20529250164888	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-6	IL-6_T1-T4	Total New Infarcts	-0.16413449679361747	0.6504731396988412	81.959615602054	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IFN-γ	IFN-γ_T1-T4	Left Hemisphere	-0.15853953266296708	0.6617809752445742	83.38440288081635	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-6	IL-6_T1-T4	Pre-TAVI Infarcts	0.1507946222113219	0.6775357480237375	85.36950425099093	126	0.0003968253968253968	ns			10
T1-T4 (Change)	S100B	S100B_T1-T4	Cerebellum	-0.15021352323976214	0.6787224632615237	85.519030370952	126	0.0003968253968253968	ns			10
T1-T4 (Change)	Tau	Tau_T1-T4	Cerebellum	0.15021352323976214	0.6787224632615237	85.519030370952	126	0.0003968253968253968	ns			10
T1-T4 (Change)	GFAP	GFAP_T1-T4	Cortical	0.14770978917519928	0.683842812890721	86.16419442423084	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-10	IL-10_T1-T4	Cortical	-0.14770978917519928	0.683842812890721	86.16419442423084	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-6	IL-6_T1-T4	Subcortical	-0.14474937289114917	0.6899121059184636	86.92892534572641	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-12p70	IL-12p70_T1-T4	Right Hemisphere	-0.1442864351352195	0.6908626476513942	87.04869360407567	126	0.0003968253968253968	ns			10
T1-T4 (Change)	TNF-α	TNF-α_T1-T4	Cortical	0.14155521462623263	0.6964784955351249	87.75629043742573	126	0.0003968253968253968	ns			10
T1-T4 (Change)	S100B	S100B_T1-T4	Fazekas Score	-0.14070529413628965	0.6982288010489393	87.97682893216634	126	0.0003968253968253968	ns			10
T1-T4 (Change)	TNF-α	TNF-α_T1-T4	Left Hemisphere	-0.13414883533020291	0.7117735563483796	89.68346809989583	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-4	IL-4_T1-T4	Left Hemisphere	-0.11676157401734313	0.7480378187057528	94.25276515692485	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-2	IL-2_T1-T4	Left Hemisphere	-0.1158558123306298	0.7499398453270247	94.49242051120511	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-4	IL-4_T1-T4	Microhaemorrhage	0.1111111111111111	0.759922968348739	95.75029401194111	126	0.0003968253968253968	ns			10
T1-T4 (Change)	S100B	S100B_T1-T4	Pre-TAVI Infarcts	0.10966881615368866	0.7629640461723226	96.13346981771265	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-2	IL-2_T1-T4	Pre-TAVI Infarcts	-0.10966881615368866	0.7629640461723226	96.13346981771265	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-13	IL-13_T1-T4	Total New Infarcts	-0.10471113393914333	0.7734393778236075	97.45336160577455	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-13	IL-13_T1-T4	Pre-TAVI Infarcts	0.10119828251105618	0.780881943878894	98.39112492874064	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-12p70	IL-12p70_T1-T4	Total New Infarcts	0.09726488698881033	0.7892345325825416	99.44355110540025	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-2	IL-2_T1-T4	Right Hemisphere	-0.0940998490012301	0.7959696154889774	100.29217155161115	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-12p70	IL-12p70_T1-T4	Left Hemisphere	0.07926976633148354	0.8276828935177832	104.28804458324069	126	0.0003968253968253968	ns			10
T1-T4 (Change)	GFAP	GFAP_T1-T4	Subcortical	0.07895420339517227	0.828360307334066	104.37339872409231	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-10	IL-10_T1-T4	Pre-TAVI Infarcts	-0.07539731110566095	0.8360027840453441	105.33635078971336	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-8	IL-8_T1-T4	Cortical	-0.07385489458759964	0.8393207610060259	105.75441588675926	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-13	IL-13_T1-T4	Microhaemorrhage	-0.07139215614635323	0.8446232024461277	106.42252350821208	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-6	IL-6_T1-T4	Cortical	-0.06154574548966636	0.86587749088509	109.10056385152134	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-2	IL-2_T1-T4	Cortical	-0.06154574548966636	0.86587749088509	109.10056385152134	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-6	IL-6_T1-T4	Microhaemorrhage	0.058025885318565944	0.8734948923712951	110.06035643878317	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-12p70	IL-12p70_T1-T4	Microhaemorrhage	-0.058025885318565944	0.8734948923712951	110.06035643878317	126	0.0003968253968253968	ns			10
T1-T4 (Change)	TNF-α	TNF-α_T1-T4	Total New Infarcts	0.05471149893120582	0.8806762012346143	110.9652013555614	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-10	IL-10_T1-T4	Fazekas Score	0.05360201681382464	0.8830819004320358	111.26831945443651	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IFN-γ	IFN-γ_T1-T4	Cortical	0.04923659639173309	0.8925556689885619	112.46201429255879	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IFN-γ	IFN-γ_T1-T4	Cerebellum	-0.04779521193992432	0.8956864834989988	112.85649692087385	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-12p70	IL-12p70_T1-T4	Subcortical	-0.039477101697586135	0.9137782952697387	115.13606520398709	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-13	IL-13_T1-T4	Left Hemisphere	-0.03751137235863064	0.9180592369456098	115.67546385514683	126	0.0003968253968253968	ns			10
T1-T4 (Change)	TNF-α	TNF-α_T1-T4	Subcortical	-0.03289758474798845	0.9281143653433788	116.94241003326573	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IFN-γ	IFN-γ_T1-T4	Total New Infarcts	0.03039527718400323	0.9335717251179997	117.63003736486796	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-8	IL-8_T1-T4	Cerebellum	0.020483662259967565	0.9552107846379219	120.35655886437816	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-10	IL-10_T1-T4	Cerebellum	-0.01365577483997838	0.9701335624518201	122.23682886892934	126	0.0003968253968253968	ns			10
T1-T4 (Change)	TNF-α	TNF-α_T1-T4	Cerebellum	-0.01365577483997838	0.9701335624518201	122.23682886892934	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-1β	IL-1β_T1-T4	Pre-TAVI Infarcts	-0.006854301009605541	0.9850069209512039	124.11087203985169	126	0.0003968253968253968	ns			10
T1-T4 (Change)	NF-L	NF-L_T1-T4	Fazekas Score	0.00670025210172808	0.9853438565030783	124.15332591938787	126	0.0003968253968253968	ns			10
T1-T4 (Change)	Tau	Tau_T1-T4	Fazekas Score	0.00670025210172808	0.9853438565030783	124.15332591938787	126	0.0003968253968253968	ns			10
T1-T4 (Change)	IL-2	IL-2_T1-T4	Total New Infarcts	0.006079055436800646	0.9867025576451145	124.32452226328442	126	0.0003968253968253968	ns			10
T2	IL-8	IL-8_T2	Fazekas Score	0.676725462274536	0.031627392980701385	3.9850515155683746	126	0.0003968253968253968	*	✓		10
T2	IL-12p70	IL-12p70_T2	Cerebellum	-0.6516347071506209	0.04121357852647601	5.192910894335977	126	0.0003968253968253968	*	✓		10
T2	IL-1β	IL-1β_T2	Left Hemisphere	-0.6158651076522952	0.05799168590199236	7.306952423651037	126	0.0003968253968253968	ns			10
T2	IFN-γ	IFN-γ_T2	Cortical	0.5969937312497637	0.06842652097801812	8.621741643230283	126	0.0003968253968253968	ns			10
T2	IL-1β	IL-1β_T2	Cerebellum	-0.5667146558591026	0.08760131983995695	11.037766299834576	126	0.0003968253968253968	ns			10
T2	TNF-α	TNF-α_T2	Cortical	0.541602560309064	0.10587956642405423	13.340825369430833	126	0.0003968253968253968	ns			10
T2	IL-10	IL-10_T2	Microhaemorrhage	-0.5222329678670935	0.12150291881711318	15.30936777095626	126	0.0003968253968253968	ns			10
T2	NF-L	NF-L_T2	Microhaemorrhage	0.5222329678670935	0.12150291881711318	15.30936777095626	126	0.0003968253968253968	ns			10
T2	Tau	Tau_T2	Microhaemorrhage	0.5222329678670935	0.12150291881711318	15.30936777095626	126	0.0003968253968253968	ns			10
T2	GFAP	GFAP_T2	Microhaemorrhage	0.5222329678670935	0.12150291881711318	15.30936777095626	126	0.0003968253968253968	ns			10
T2	IFN-γ	IFN-γ_T2	Left Hemisphere	0.5183023183212385	0.12483849367734694	15.729650203345715	126	0.0003968253968253968	ns			10
T2	IL-8	IL-8_T2	Pre-TAVI Infarcts	0.5072182747108099	0.1345478932802026	16.953034553305528	126	0.0003968253968253968	ns			10
T2	IFN-γ	IFN-γ_T2	Total New Infarcts	0.5045616012544536	0.13694196641606443	17.25468776842412	126	0.0003968253968253968	ns			10
T2	IL-1β	IL-1β_T2	Total New Infarcts	-0.49240349038085235	0.14823041535371734	18.677032334568384	126	0.0003968253968253968	ns			10
T2	IL-2	IL-2_T2	Fazekas Score	-0.48241815132442173	0.1579113098605399	19.896825042428027	126	0.0003968253968253968	ns			10
T2	TNF-α	TNF-α_T2	Total New Infarcts	0.480245379507251	0.1600670096468279	20.168443215500318	126	0.0003968253968253968	ns			10
T2	IL-13	IL-13_T2	Fazekas Score	-0.47814609212437253	0.16216653251608817	20.43298309702711	126	0.0003968253968253968	ns			10
T2	IL-4	IL-4_T2	Fazekas Score	-0.47814609212437253	0.16216653251608817	20.43298309702711	126	0.0003968253968253968	ns			10
T2	IFN-γ	IFN-γ_T2	Fazekas Score	0.46231739501923746	0.17852765690426872	22.49448476993786	126	0.0003968253968253968	ns			10
T2	IL-6	IL-6_T2	Pre-TAVI Infarcts	-0.4318209636051491	0.21270019678539603	26.8002247949599	126	0.0003968253968253968	ns			10
T2	IL-1β	IL-1β_T2	Microhaemorrhage	-0.4061811972299616	0.2441286818964912	30.76021391895789	126	0.0003968253968253968	ns			10
T2	IL-6	IL-6_T2	Microhaemorrhage	-0.4061811972299616	0.2441286818964912	30.76021391895789	126	0.0003968253968253968	ns			10
T2	IL-4	IL-4_T2	Pre-TAVI Infarcts	-0.3913115139224996	0.2634765399316027	33.19804403138194	126	0.0003968253968253968	ns			10
T2	IL-13	IL-13_T2	Pre-TAVI Infarcts	-0.3913115139224996	0.2634765399316027	33.19804403138194	126	0.0003968253968253968	ns			10
T2	S100B	S100B_T2	Cortical	0.3877381965848981	0.26824767928886323	33.79920759039677	126	0.0003968253968253968	ns			10
T2	NF-L	NF-L_T2	Subcortical	0.381611983076666	0.2765365594195657	34.843606486865276	126	0.0003968253968253968	ns			10
T2	IL-10	IL-10_T2	Pre-TAVI Infarcts	-0.3769865555283048	0.28288579356585764	35.643609989298064	126	0.0003968253968253968	ns			10
T2	S100B	S100B_T2	Fazekas Score	0.37521411769677243	0.2853394485466385	35.952770516876456	126	0.0003968253968253968	ns			10
T2	TNF-α	TNF-α_T2	Right Hemisphere	0.3638527494714231	0.3013378589569185	37.96857022857173	126	0.0003968253968253968	ns			10
T2	IL-12p70	IL-12p70_T2	Microhaemorrhage	-0.35921060405354976	0.308008491917157	38.809069981561784	126	0.0003968253968253968	ns			10
T2	TNF-α	TNF-α_T2	Left Hemisphere	0.3475674369918894	0.325077533765635	40.959769254470004	126	0.0003968253968253968	ns			10
T2	IFN-γ	IFN-γ_T2	Pre-TAVI Infarcts	0.34271505048027706	0.3323327222536968	41.8739230039658	126	0.0003968253968253968	ns			10
T2	NF-L	NF-L_T2	Right Hemisphere	0.3387594564044284	0.3383081019070614	42.62682084028974	126	0.0003968253968253968	ns			10
T2	IL-10	IL-10_T2	Fazekas Score	-0.3283123529846759	0.3543509588398205	44.64822081381738	126	0.0003968253968253968	ns			10
T2	IFN-γ	IFN-γ_T2	Cerebellum	0.3209107087394919	0.3659440505528036	46.10895036965325	126	0.0003968253968253968	ns			10
T2	IL-10	IL-10_T2	Cortical	0.3200378765462651	0.3673234380775168	46.282753197767114	126	0.0003968253968253968	ns			10
T2	IL-1β	IL-1β_T2	Subcortical	-0.3158168135806891	0.3740305419286504	47.127848283009946	126	0.0003968253968253968	ns			10
T2	IL-2	IL-2_T2	Pre-TAVI Infarcts	-0.3152978464418549	0.3748593013322855	47.23227196786797	126	0.0003968253968253968	ns			10
T2	IL-6	IL-6_T2	Left Hemisphere	0.31098139099274313	0.38178736979537065	48.1052085942167	126	0.0003968253968253968	ns			10
T2	IL-13	IL-13_T2	Left Hemisphere	-0.3046012861064279	0.39214116330699955	49.409786576681945	126	0.0003968253968253968	ns			10
